<!-- ALREADYCSV -->
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,22,SAC,NBA,PF,82,56,2303,356,717,.497,0,8,.000,356,709,.502,.497,198,286,.692,234,372,606,93,46,59,146,314,910
2009-10,23,SAC,NBA,C,75,58,2357,370,784,.472,1,10,.100,369,774,.477,.473,198,277,.715,224,413,637,124,41,73,139,279,939
2010-11,24,SAC,NBA,PF,75,39,1748,271,534,.507,0,3,.000,271,531,.510,.507,121,200,.605,144,310,454,88,28,44,99,212,663
2011-12,25,SAC,NBA,PF,64,47,1657,237,443,.535,0,2,.000,237,441,.537,.535,109,181,.602,166,277,443,79,43,44,68,149,583
2012-13,26,SAC,NBA,PF,82,81,2285,374,745,.502,0,3,.000,374,742,.504,.502,143,206,.694,172,377,549,84,48,61,101,227,891
2013-14,27,SAC,NBA,PF,82,61,2007,251,496,.506,0,0,,251,496,.506,.506,84,145,.579,153,374,527,53,32,56,95,251,586
2014-15,28,SAC,NBA,PF,81,63,1991,201,428,.470,0,1,.000,201,427,.471,.470,89,143,.622,139,391,530,85,33,57,84,239,491
2015-16,29,GSW,NBA,C,10,0,62,7,18,.389,0,0,,7,18,.389,.389,1,2,.500,6,16,22,7,2,3,4,12,15
Career,,,NBA,,551,405,14410,2067,4165,.496,1,27,.037,2066,4138,.499,.496,943,1440,.655,1238,2530,3768,613,273,397,736,1683,5078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,SAC,NBA,,541,405,14348,2060,4147,.497,1,27,.037,2059,4120,.500,.497,942,1438,.655,1232,2514,3746,606,271,394,732,1671,5063
1 season,,GSW,NBA,,10,0,62,7,18,.389,0,0,,7,18,.389,.389,1,2,.500,6,16,22,7,2,3,4,12,15
