<!-- ALREADYCSV -->
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,25-041,OKC,@,POR,L (-17),1,28:32,4,11,.364,1,3,.333,1,2,.500,2,6,8,2,0,4,5,5,10,3.9,-3
2,2,2014-10-30,25-042,OKC,@,LAC,L (-3),1,32:44,7,13,.538,2,5,.400,1,1,1.000,2,7,9,2,0,0,0,4,17,14.0,+2
3,3,2014-11-01,25-044,OKC,,DEN,W (+11),1,29:41,10,19,.526,3,7,.429,0,0,,1,1,2,1,1,1,2,2,23,14.3,+6
4,4,2014-11-03,25-046,OKC,@,BRK,L (-31),1,29:00,7,11,.636,1,2,.500,0,0,,2,7,9,1,1,2,1,1,15,15.3,-19
5,5,2014-11-04,25-047,OKC,@,TOR,L (-12),1,45:58,11,14,.786,3,6,.500,0,0,,0,11,11,2,0,1,3,5,25,20.0,-11
6,6,2014-11-07,25-050,OKC,,MEM,L (-2),1,33:01,6,15,.400,4,7,.571,0,1,.000,1,6,7,1,0,0,5,3,16,4.5,+10
7,7,2014-11-09,25-052,OKC,,SAC,W (+8),1,35:08,6,14,.429,0,3,.000,2,2,1.000,4,5,9,1,0,4,1,3,14,12.2,+1
8,8,2014-11-11,25-054,OKC,@,MIL,L (-7),1,35:14,4,13,.308,2,5,.400,4,4,1.000,1,6,7,2,0,1,3,4,14,6.5,-4
9,9,2014-11-12,25-055,OKC,@,BOS,W (+15),1,29:45,5,10,.500,1,3,.333,0,0,,0,4,4,0,0,1,0,1,11,7.5,-7
10,10,2014-11-14,25-057,OKC,,DET,L (-7),1,41:57,8,20,.400,3,9,.333,0,0,,3,7,10,1,0,2,2,3,19,11.3,-2
11,11,2014-11-16,25-059,OKC,,HOU,L (-4),1,34:55,5,13,.385,0,4,.000,0,0,,2,4,6,2,0,5,3,4,10,5.8,+3
12,12,2014-11-18,25-061,OKC,@,UTA,L (-17),1,22:09,2,13,.154,1,3,.333,1,2,.500,1,5,6,0,1,1,0,2,6,0.4,-10
13,13,2014-11-19,25-062,OKC,@,DEN,L (-7),1,36:50,9,15,.600,2,2,1.000,2,3,.667,3,10,13,0,0,0,2,4,22,16.2,-6
